branch,sample_idx,gain,re,im
1,1,0.000000000000,-4.098360655740,0.000000000000
1,2,0.001000000000,-4.096184095330,0.000000000000
1,3,0.001054790047,-4.096064775800,0.000000000000
1,4,0.001112582043,-4.095938911350,0.000000000000
1,5,0.001173540466,-4.095806142530,0.000000000000
1,6,0.001237838803,-4.095666090140,0.000000000000
1,7,0.001305660050,-4.095518354060,0.000000000000
1,8,0.001377197225,-4.095362512170,0.000000000000
1,9,0.001452653926,-4.095198119060,0.000000000000
1,10,0.001532244903,-4.095024704790,0.000000000000
1,11,0.001616196673,-4.094841773490,0.000000000000
1,12,0.001704748165,-4.094648801960,0.000000000000
1,13,0.001798151397,-4.094445238140,0.000000000000
1,14,0.001896672197,-4.094230499480,0.000000000000
1,15,0.002000590956,-4.094003971280,0.000000000000
1,16,0.002110203429,-4.093765004880,0.000000000000
1,17,0.002225821574,-4.093512915760,0.000000000000
1,18,0.002347774443,-4.093246981590,0.000000000000
1,19,0.002476409115,-4.092966440030,0.000000000000
1,20,0.002612091687,-4.092670486610,0.000000000000
1,21,0.002755208313,-4.092358272250,0.000000000000
1,22,0.002906166306,-4.092028900880,0.000000000000
1,23,0.003065395295,-4.091681426700,0.000000000000
1,24,0.003233348448,-4.091314851470,0.000000000000
1,25,0.003410503761,-4.090928121520,0.000000000000
1,26,0.003597365423,-4.090520124650,0.000000000000
1,27,0.003794465244,-4.090089686810,0.000000000000
1,28,0.004002364173,-4.089635568620,0.000000000000
1,29,0.004221653894,-4.089156461680,0.000000000000
1,30,0.004452958510,-4.088650984680,0.000000000000
1,31,0.004696936316,-4.088117679200,0.000000000000
1,32,0.004954281678,-4.087555005400,0.000000000000
1,33,0.005225727004,-4.086961337330,0.000000000000
1,34,0.005512044833,-4.086334958050,0.000000000000
1,35,0.005814050029,-4.085674054390,0.000000000000
1,36,0.006132602104,-4.084976711450,0.000000000000
1,37,0.006468607662,-4.084240906780,0.000000000000
1,38,0.006823022980,-4.083464504110,0.000000000000
1,39,0.007196856730,-4.082645246840,0.000000000000
1,40,0.007591172849,-4.081780751040,0.000000000000
1,41,0.008007093567,-4.080868498030,0.000000000000
1,42,0.008445802600,-4.079905826550,0.000000000000
1,43,0.008908548522,-4.078889924410,0.000000000000
1,44,0.009396648315,-4.077817819590,0.000000000000
1,45,0.009911491118,-4.076686370860,0.000000000000
1,46,0.010454542183,-4.075492257750,0.000000000000
1,47,0.011027347042,-4.074231969910,0.000000000000
1,48,0.011631535905,-4.072901795730,0.000000000000
1,49,0.012268828305,-4.071497810340,0.000000000000
1,50,0.012941037985,-4.070015862680,0.000000000000
1,51,0.013650078066,-4.068451561870,0.000000000000
1,52,0.014397966485,-4.066800262560,0.000000000000
1,53,0.015186831747,-4.065057049390,0.000000000000
1,54,0.016018918973,-4.063216720270,0.000000000000
1,55,0.016896596297,-4.061273768720,0.000000000000
1,56,0.017822361604,-4.059222364790,0.000000000000
1,57,0.018798849635,-4.057056334740,0.000000000000
1,58,0.019828839491,-4.054769139330,0.000000000000
1,59,0.020915262540,-4.052353850440,0.000000000000
1,60,0.022061210759,-4.049803126130,0.000000000000
1,61,0.023269945535,-4.047109183740,0.000000000000
1,62,0.024544906947,-4.044263771090,0.000000000000
1,63,0.025889723553,-4.041258135490,0.000000000000
1,64,0.027308222726,-4.038082990290,0.000000000000
1,65,0.028804441534,-4.034728478960,0.000000000000
1,66,0.030382638241,-4.031184136220,0.000000000000
1,67,0.032047304421,-4.027438846130,0.000000000000
1,68,0.033803177738,-4.023480796680,0.000000000000
1,69,0.035655255438,-4.019297430650,0.000000000000
1,70,0.037608808561,-4.014875392260,0.000000000000
1,71,0.039669396953,-4.010200469250,0.000000000000
1,72,0.041842885079,-4.005257529810,0.000000000000
1,73,0.044135458722,-4.000030453820,0.000000000000
1,74,0.046553642583,-3.994502057810,0.000000000000
1,75,0.049104318851,-3.988654012790,0.000000000000
1,76,0.051794746792,-3.982466754190,0.000000000000
1,77,0.054632583407,-3.975919382910,0.000000000000
1,78,0.057625905223,-3.968989556360,0.000000000000
1,79,0.060783231283,-3.961653368160,0.000000000000
1,80,0.064113547386,-3.953885215060,0.000000000000
1,81,0.067626331665,-3.945657649260,0.000000000000
1,82,0.071331581560,-3.936941214050,0.000000000000
1,83,0.075239842271,-3.927704260490,0.000000000000
1,84,0.079362236771,-3.917912742030,0.000000000000
1,85,0.083710497459,-3.907529983870,0.000000000000
1,86,0.088296999555,-3.896516423000,0.000000000000
1,87,0.093134796317,-3.884829313800,0.000000000000
1,88,0.098237656191,-3.872422393760,0.000000000000
1,89,0.103620101997,-3.859245501740,0.000000000000
1,90,0.109297452263,-3.845244140410,0.000000000000
1,91,0.115285864817,-3.830358972030,0.000000000000
1,92,0.121602382777,-3.814525234240,0.000000000000
1,93,0.128264983053,-3.797672059550,0.000000000000
1,94,0.135292627512,-3.779721677420,0.000000000000
1,95,0.142705316941,-3.760588472720,0.000000000000
1,96,0.150524147973,-3.740177866550,0.000000000000
1,97,0.158771373126,-3.718384975520,0.000000000000
1,98,0.167470464133,-3.695092991920,0.000000000000
