t,delta,psi,x,y,R,delta_needed,start_radius,obstacle_x,obstacle_y,obstacle_radius,clearance,delta_target,dist,started,collision
2.85,0,0,11.4,0,35,44.169685,67.4611,145,0,25,41,0,133.6,0,0
2.9,0,0,11.6,0,35,44.169685,67.4611,145,0,25,41,0,133.4,0,0
2.95,0,0,11.8,0,35,44.169685,67.4611,145,0,25,41,0,133.2,0,0
3,0,0,12,0,35,44.169685,67.4611,145,0,25,41,0,133,0,0
3.05,0,0,12.2,0,35,44.169685,67.4611,145,0,25,41,0,132.8,0,0
3.1,0,0,12.4,0,35,44.169685,67.4611,145,0,25,41,0,132.6,0,0
3.15,0,0,12.6,0,35,44.169685,67.4611,145,0,25,41,0,132.4,0,0
3.2,0,0,12.8,0,35,44.169685,67.4611,145,0,25,41,0,132.2,0,0
3.25,0,0,13,0,35,44.169685,67.4611,145,0,25,41,0,132,0,0
3.3,0,0,13.2,0,35,44.169685,67.4611,145,0,25,41,0,131.8,0,0
3.35,0,0,13.4,0,35,44.169685,67.4611,145,0,25,41,0,131.6,0,0
3.4,0,0,13.6,0,35,44.169685,67.4611,145,0,25,41,0,131.4,0,0
3.45,0,0,13.8,0,35,44.169685,67.4611,145,0,25,41,0,131.2,0,0
3.5,0,0,14,0,35,44.169685,67.4611,145,0,25,41,0,131,0,0
3.55,0,0,14.2,0,35,44.169685,67.4611,145,0,25,41,0,130.8,0,0
3.6,0,0,14.4,0,35,44.169685,67.4611,145,0,25,41,0,130.6,0,0
3.65,0,0,14.6,0,35,44.169685,67.4611,145,0,25,41,0,130.4,0,0
3.7,0,0,14.8,0,35,44.169685,67.4611,145,0,25,41,0,130.2,0,0
3.75,0,0,15,0,35,44.169685,67.4611,145,0,25,41,0,130,0,0
3.8,0,0,15.2,0,35,44.169685,67.4611,145,0,25,41,0,129.8,0,0
3.85,0,0,15.4,0,35,44.169685,67.4611,145,0,25,41,0,129.6,0,0
3.9,0,0,15.6,0,35,44.169685,67.4611,145,0,25,41,0,129.4,0,0
3.95,0,0,15.8,0,35,44.169685,67.4611,145,0,25,41,0,129.2,0,0
4,0,0,16,0,35,44.169685,67.4611,145,0,25,41,0,129,0,0
4.05,0,0,16.2,0,35,44.169685,67.4611,145,0,25,41,0,128.8,0,0
4.1,0,0,16.4,0,35,44.169685,67.4611,145,0,25,41,0,128.6,0,0
4.15,0,0,16.6,0,35,44.169685,67.4611,145,0,25,41,0,128.4,0,0
4.2,0,0,16.8,0,35,44.169685,67.4611,145,0,25,41,0,128.2,0,0
4.25,0,0,17,0,35,44.169685,67.4611,145,0,25,41,0,128,0,0
4.3,0,0,17.2,0,35,44.169685,67.4611,145,0,25,41,0,127.8,0,0
4.35,0,0,17.4,0,35,44.169685,67.4611,145,0,25,41,0,127.6,0,0
4.4,0,0,17.6,0,35,44.169685,67.4611,145,0,25,41,0,127.4,0,0
4.45,0,0,17.8,0,35,44.169685,67.4611,145,0,25,41,0,127.2,0,0
4.5,0,0,18,0,35,44.169685,67.4611,145,0,25,41,0,127,0,0
4.55,0,0,18.2,0,35,44.169685,67.4611,145,0,25,41,0,126.8,0,0
4.6,0,0,18.4,0,35,44.169685,67.4611,145,0,25,41,0,126.6,0,0
4.65,0,0,18.6,0,35,44.169685,67.4611,145,0,25,41,0,126.4,0,0
4.7,0,0,18.8,0,35,44.169685,67.4611,145,0,25,41,0,126.2,0,0
4.75,0,0,19,0,35,44.169685,67.4611,145,0,25,41,0,126,0,0
4.8,0,0,19.2,0,35,44.169685,67.4611,145,0,25,41,0,125.8,0,0
4.85,0,0,19.4,0,35,44.169685,67.4611,145,0,25,41,0,125.6,0,0
4.9,0,0,19.6,0,35,44.169685,67.4611,145,0,25,41,0,125.4,0,0
4.95,0,0,19.8,0,35,44.169685,67.4611,145,0,25,41,0,125.2,0,0
5,0,0,20,0,35,44.169685,67.4611,145,0,25,41,0,125,0,0
5.05,0,0,20.2,0,35,44.169685,67.4611,145,0,25,41,0,124.8,0,0
5.1,0,0,20.4,0,35,44.169685,67.4611,145,0,25,41,0,124.6,0,0
5.15,0,0,20.6,0,35,44.169685,67.4611,145,0,25,41,0,124.4,0,0
5.2,0,0,20.8,0,35,44.169685,67.4611,145,0,25,41,0,124.2,0,0
5.25,0,0,21,0,35,44.169685,67.4611,145,0,25,41,0,124,0,0
5.3,0,0,21.2,0,35,44.169685,67.4611,145,0,25,41,0,123.8,0,0
5.35,0,0,21.4,0,35,44.169685,67.4611,145,0,25,41,0,123.6,0,0
5.4,0,0,21.6,0,35,44.169685,67.4611,145,0,25,41,0,123.4,0,0
5.45,0,0,21.8,0,35,44.169685,67.4611,145,0,25,41,0,123.2,0,0
5.5,0,0,22,0,35,44.169685,67.4611,145,0,25,41,0,123,0,0
5.55,0,0,22.2,0,35,44.169685,67.4611,145,0,25,41,0,122.8,0,0
5.6,0,0,22.4,0,35,44.169685,67.4611,145,0,25,41,0,122.6,0,0
5.65,0,0,22.6,0,35,44.169685,67.4611,145,0,25,41,0,122.4,0,0
5.7,0,0,22.8,0,35,44.169685,67.4611,145,0,25,41,0,122.2,0,0
5.75,0,0,23,0,35,44.169685,67.4611,145,0,25,41,0,122,0,0
5.8,0,0,23.2,0,35,44.169685,67.4611,145,0,25,41,0,121.8,0,0
5.85,0,0,23.4,0,35,44.169685,67.4611,145,0,25,41,0,121.6,0,0
5.9,0,0,23.6,0,35,44.169685,67.4611,145,0,25,41,0,121.4,0,0
5.95,0,0,23.8,0,35,44.169685,67.4611,145,0,25,41,0,121.2,0,0
6,0,0,24,0,35,44.169685,67.4611,145,0,25,41,0,121,0,0
6.05,0,0,24.2,0,35,44.169685,67.4611,145,0,25,41,0,120.8,0,0
6.1,0,0,24.4,0,35,44.169685,67.4611,145,0,25,41,0,120.6,0,0
6.15,0,0,24.6,0,35,44.169685,67.4611,145,0,25,41,0,120.4,0,0
6.2,0,0,24.8,0,35,44.169685,67.4611,145,0,25,41,0,120.2,0,0
6.25,0,0,25,0,35,44.169685,67.4611,145,0,25,41,0,120,0,0
6.3,0,0,25.2,0,35,44.169685,67.4611,145,0,25,41,0,119.8,0,0
6.35,0,0,25.4,0,35,44.169685,67.4611,145,0,25,41,0,119.6,0,0
6.4,0,0,25.6,0,35,44.169685,67.4611,145,0,25,41,0,119.4,0,0
6.45,0,0,25.8,0,35,44.169685,67.4611,145,0,25,41,0,119.2,0,0
6.5,0,0,26,0,35,44.169685,67.4611,145,0,25,41,0,119,0,0
6.55,0,0,26.2,0,35,44.169685,67.4611,145,0,25,41,0,118.8,0,0
6.6,0,0,26.4,0,35,44.169685,67.4611,145,0,25,41,0,118.6,0,0
6.65,0,0,26.6,0,35,44.169685,67.4611,145,0,25,41,0,118.4,0,0
6.7,0,0,26.8,0,35,44.169685,67.4611,145,0,25,41,0,118.2,0,0
6.75,0,0,27,0,35,44.169685,67.4611,145,0,25,41,0,118,0,0
6.8,0,0,27.2,0,35,44.169685,67.4611,145,0,25,41,0,117.8,0,0
6.85,0,0,27.4,0,35,44.169685,67.4611,145,0,25,41,0,117.6,0,0
6.9,0,0,27.6,0,35,44.169685,67.4611,145,0,25,41,0,117.4,0,0
6.95,0,0,27.8,0,35,44.169685,67.4611,145,0,25,41,0,117.2,0,0
7,0,0,28,0,35,44.169685,67.4611,145,0,25,41,0,117,0,0
7.05,0,0,28.2,0,35,44.169685,67.4611,145,0,25,41,0,116.8,0,0
7.1,0,0,28.4,0,35,44.169685,67.4611,145,0,25,41,0,116.6,0,0
7.15,0,0,28.6,0,35,44.169685,67.4611,145,0,25,41,0,116.4,0,0
7.2,0,0,28.8,0,35,44.169685,67.4611,145,0,25,41,0,116.2,0,0
7.25,0,0,29,0,35,44.169685,67.4611,145,0,25,41,0,116,0,0
7.3,0,0,29.2,0,35,44.169685,67.4611,145,0,25,41,0,115.8,0,0
7.35,0,0,29.4,0,35,44.169685,67.4611,145,0,25,41,0,115.6,0,0
7.4,0,0,29.6,0,35,44.169685,67.4611,145,0,25,41,0,115.4,0,0
7.45,0,0,29.8,0,35,44.169685,67.4611,145,0,25,41,0,115.2,0,0
7.5,0,0,30,0,35,44.169685,67.4611,145,0,25,41,0,115,0,0
7.55,0,0,30.2,0,35,44.169685,67.4611,145,0,25,41,0,114.8,0,0
7.6,0,0,30.4,0,35,44.169685,67.4611,145,0,25,41,0,114.6,0,0
7.65,0,0,30.6,0,35,44.169685,67.4611,145,0,25,41,0,114.4,0,0
7.7,0,0,30.8,0,35,44.169685,67.4611,145,0,25,41,0,114.2,0,0
7.75,0,0,31,0,35,44.169685,67.4611,145,0,25,41,0,114,0,0
7.8,0,0,31.2,0,35,44.169685,67.4611,145,0,25,41,0,113.8,0,0
7.85,0,0,31.4,0,35,44.169685,67.4611,145,0,25,41,0,113.6,0,0
7.9,0,0,31.6,0,35,44.169685,67.4611,145,0,25,41,0,113.4,0,0
7.95,0,0,31.8,0,35,44.169685,67.4611,145,0,25,41,0,113.2,0,0
8,0,0,32,0,35,44.169685,67.4611,145,0,25,41,0,113,0,0
8.05,0,0,32.2,0,35,44.169685,67.4611,145,0,25,41,0,112.8,0,0
8.1,0,0,32.4,0,35,44.169685,67.4611,145,0,25,41,0,112.6,0,0
8.15,0,0,32.6,0,35,44.169685,67.4611,145,0,25,41,0,112.4,0,0
8.2,0,0,32.8,0,35,44.169685,67.4611,145,0,25,41,0,112.2,0,0
8.25,0,0,33,0,35,44.169685,67.4611,145,0,25,41,0,112,0,0
8.3,0,0,33.2,0,35,44.169685,67.4611,145,0,25,41,0,111.8,0,0
8.35,0,0,33.4,0,35,44.169685,67.4611,145,0,25,41,0,111.6,0,0
8.4,0,0,33.6,0,35,44.169685,67.4611,145,0,25,41,0,111.4,0,0
8.45,0,0,33.8,0,35,44.169685,67.4611,145,0,25,41,0,111.2,0,0
8.5,0,0,34,0,35,44.169685,67.4611,145,0,25,41,0,111,0,0
8.55,0,0,34.2,0,35,44.169685,67.4611,145,0,25,41,0,110.8,0,0
8.6,0,0,34.4,0,35,44.169685,67.4611,145,0,25,41,0,110.6,0,0
8.65,0,0,34.6,0,35,44.169685,67.4611,145,0,25,41,0,110.4,0,0
8.7,0,0,34.8,0,35,44.169685,67.4611,145,0,25,41,0,110.2,0,0
8.75,0,0,35,0,35,44.169685,67.4611,145,0,25,41,0,110,0,0
8.8,0,0,35.2,0,35,44.169685,67.4611,145,0,25,41,0,109.8,0,0
8.85,0,0,35.4,0,35,44.169685,67.4611,145,0,25,41,0,109.6,0,0
8.9,0,0,35.6,0,35,44.169685,67.4611,145,0,25,41,0,109.4,0,0
8.95,0,0,35.8,0,35,44.169685,67.4611,145,0,25,41,0,109.2,0,0
9,0,0,36,0,35,44.169685,67.4611,145,0,25,41,0,109,0,0
9.05,0,0,36.2,0,35,44.169685,67.4611,145,0,25,41,0,108.8,0,0
9.1,0,0,36.4,0,35,44.169685,67.4611,145,0,25,41,0,108.6,0,0
9.15,0,0,36.6,0,35,44.169685,67.4611,145,0,25,41,0,108.4,0,0
9.2,0,0,36.8,0,35,44.169685,67.4611,145,0,25,41,0,108.2,0,0
9.25,0,0,37,0,35,44.169685,67.4611,145,0,25,41,0,108,0,0
9.3,0,0,37.2,0,35,44.169685,67.4611,145,0,25,41,0,107.8,0,0
9.35,0,0,37.4,0,35,44.169685,67.4611,145,0,25,41,0,107.6,0,0
9.4,0,0,37.6,0,35,44.169685,67.4611,145,0,25,41,0,107.4,0,0
9.45,0,0,37.8,0,35,44.169685,67.4611,145,0,25,41,0,107.2,0,0
9.5,0,0,38,0,35,44.169685,67.4611,145,0,25,41,0,107,0,0
9.55,0,0,38.2,0,35,44.169685,67.4611,145,0,25,41,0,106.8,0,0
9.6,0,0,38.4,0,35,44.169685,67.4611,145,0,25,41,0,106.6,0,0
9.65,0,0,38.6,0,35,44.169685,67.4611,145,0,25,41,0,106.4,0,0
9.7,0,0,38.8,0,35,44.169685,67.4611,145,0,25,41,0,106.2,0,0
9.75,0,0,39,0,35,44.169685,67.4611,145,0,25,41,0,106,0,0
9.8,0,0,39.2,0,35,44.169685,67.4611,145,0,25,41,0,105.8,0,0
9.85,0,0,39.4,0,35,44.169685,67.4611,145,0,25,41,0,105.6,0,0
9.9,0,0,39.6,0,35,44.169685,67.4611,145,0,25,41,0,105.4,0,0
9.95,0,0,39.8,0,35,44.169685,67.4611,145,0,25,41,0,105.2,0,0
10,0,0,40,0,35,44.169685,67.4611,145,0,25,41,0,105,0,0
10.05,0,0,40.2,0,35,44.169685,67.4611,145,0,25,41,0,104.8,0,0
10.1,0,0,40.4,0,35,44.169685,67.4611,145,0,25,41,0,104.6,0,0
10.15,0,0,40.6,0,35,44.169685,67.4611,145,0,25,41,0,104.4,0,0
10.2,0,0,40.8,0,35,44.169685,67.4611,145,0,25,41,0,104.2,0,0
10.25,0,0,41,0,35,44.169685,67.4611,145,0,25,41,0,104,0,0
10.3,0,0,41.2,0,35,44.169685,67.4611,145,0,25,41,0,103.8,0,0
10.35,0,0,41.4,0,35,44.169685,67.4611,145,0,25,41,0,103.6,0,0
10.4,0,0,41.6,0,35,44.169685,67.4611,145,0,25,41,0,103.4,0,0
10.45,0,0,41.8,0,35,44.169685,67.4611,145,0,25,41,0,103.2,0,0
10.5,0,0,42,0,35,44.169685,67.4611,145,0,25,41,0,103,0,0
10.55,0,0,42.2,0,35,44.169685,67.4611,145,0,25,41,0,102.8,0,0
10.6,0,0,42.4,0,35,44.169685,67.4611,145,0,25,41,0,102.6,0,0
10.65,0,0,42.6,0,35,44.169685,67.4611,145,0,25,41,0,102.4,0,0
10.7,0,0,42.8,0,35,44.169685,67.4611,145,0,25,41,0,102.2,0,0
10.75,0,0,43,0,35,44.169685,67.4611,145,0,25,41,0,102,0,0
10.8,0,0,43.2,0,35,44.169685,67.4611,145,0,25,41,0,101.8,0,0
10.85,0,0,43.4,0,35,44.169685,67.4611,145,0,25,41,0,101.6,0,0
10.9,0,0,43.6,0,35,44.169685,67.4611,145,0,25,41,0,101.4,0,0
10.95,0,0,43.8,0,35,44.169685,67.4611,145,0,25,41,0,101.2,0,0
11,0,0,44,0,35,44.169685,67.4611,145,0,25,41,0,101,0,0
11.05,0,0,44.2,0,35,44.169685,67.4611,145,0,25,41,0,100.8,0,0
11.1,0,0,44.4,0,35,44.169685,67.4611,145,0,25,41,0,100.6,0,0
11.15,0,0,44.6,0,35,44.169685,67.4611,145,0,25,41,0,100.4,0,0
11.2,0,0,44.8,0,35,44.169685,67.4611,145,0,25,41,0,100.2,0,0
11.25,0,0,45,0,35,44.169685,67.4611,145,0,25,41,0,100,0,0
11.3,0,0,45.2,0,35,44.169685,67.4611,145,0,25,41,0,99.8,0,0
11.35,0,0,45.4,0,35,44.169685,67.4611,145,0,25,41,0,99.6,0,0
11.4,0,0,45.6,0,35,44.169685,67.4611,145,0,25,41,0,99.4,0,0
11.45,0,0,45.8,0,35,44.169685,67.4611,145,0,25,41,0,99.2,0,0
11.5,0,0,46,0,35,44.169685,67.4611,145,0,25,41,0,99,0,0
11.55,0,0,46.2,0,35,44.169685,67.4611,145,0,25,41,0,98.8,0,0
11.6,0,0,46.4,0,35,44.169685,67.4611,145,0,25,41,0,98.6,0,0
11.65,0,0,46.6,0,35,44.169685,67.4611,145,0,25,41,0,98.4,0,0
11.7,0,0,46.8,0,35,44.169685,67.4611,145,0,25,41,0,98.2,0,0
11.75,0,0,47,0,35,44.169685,67.4611,145,0,25,41,0,98,0,0
11.8,0,0,47.2,0,35,44.169685,67.4611,145,0,25,41,0,97.8,0,0
11.85,0,0,47.4,0,35,44.169685,67.4611,145,0,25,41,0,97.6,0,0
11.9,0,0,47.6,0,35,44.169685,67.4611,145,0,25,41,0,97.4,0,0
11.95,0,0,47.8,0,35,44.169685,67.4611,145,0,25,41,0,97.2,0,0
12,0,0,48,0,35,44.169685,67.4611,145,0,25,41,0,97,0,0
12.05,0,0,48.2,0,35,44.169685,67.4611,145,0,25,41,0,96.8,0,0
12.1,0,0,48.4,0,35,44.169685,67.4611,145,0,25,41,0,96.6,0,0
12.15,0,0,48.6,0,35,44.169685,67.4611,145,0,25,41,0,96.4,0,0
12.2,0,0,48.8,0,35,44.169685,67.4611,145,0,25,41,0,96.2,0,0
12.25,0,0,49,0,35,44.169685,67.4611,145,0,25,41,0,96,0,0
12.3,0,0,49.2,0,35,44.169685,67.4611,145,0,25,41,0,95.8,0,0
12.35,0,0,49.4,0,35,44.169685,67.4611,145,0,25,41,0,95.6,0,0
12.4,0,0,49.6,0,35,44.169685,67.4611,145,0,25,41,0,95.4,0,0
12.45,0,0,49.8,0,35,44.169685,67.4611,145,0,25,41,0,95.2,0,0
12.5,0,0,50,0,35,44.169685,67.4611,145,0,25,41,0,95,0,0
12.55,0,0,50.2,0,35,44.169685,67.4611,145,0,25,41,0,94.8,0,0
12.6,0,0,50.4,0,35,44.169685,67.4611,145,0,25,41,0,94.6,0,0
12.65,0,0,50.6,0,35,44.169685,67.4611,145,0,25,41,0,94.4,0,0
12.7,0,0,50.8,0,35,44.169685,67.4611,145,0,25,41,0,94.2,0,0
12.75,0,0,51,0,35,44.169685,67.4611,145,0,25,41,0,94,0,0
12.8,0,0,51.2,0,35,44.169685,67.4611,145,0,25,41,0,93.8,0,0
12.85,0,0,51.4,0,35,44.169685,67.4611,145,0,25,41,0,93.6,0,0
12.9,0,0,51.6,0,35,44.169685,67.4611,145,0,25,41,0,93.4,0,0
12.95,0,0,51.8,0,35,44.169685,67.4611,145,0,25,41,0,93.2,0,0
13,0,0,52,0,35,44.169685,67.4611,145,0,25,41,0,93,0,0
13.05,0,0,52.2,0,35,44.169685,67.4611,145,0,25,41,0,92.8,0,0
13.1,0,0,52.4,0,35,44.169685,67.4611,145,0,25,41,0,92.6,0,0
13.15,0,0,52.6,0,35,44.169685,67.4611,145,0,25,41,0,92.4,0,0
13.2,0,0,52.8,0,35,44.169685,67.4611,145,0,25,41,0,92.2,0,0
13.25,0,0,53,0,35,44.169685,67.4611,145,0,25,41,0,92,0,0
13.3,0,0,53.2,0,35,44.169685,67.4611,145,0,25,41,0,91.8,0,0
13.35,0,0,53.4,0,35,44.169685,67.4611,145,0,25,41,0,91.6,0,0
13.4,0,0,53.6,0,35,44.169685,67.4611,145,0,25,41,0,91.4,0,0
13.45,0,0,53.8,0,35,44.169685,67.4611,145,0,25,41,0,91.2,0,0
13.5,0,0,54,0,35,44.169685,67.4611,145,0,25,41,0,91,0,0
13.55,0,0,54.2,0,35,44.169685,67.4611,145,0,25,41,0,90.8,0,0
13.6,0,0,54.4,0,35,44.169685,67.4611,145,0,25,41,0,90.6,0,0
13.65,0,0,54.6,0,35,44.169685,67.4611,145,0,25,41,0,90.4,0,0
13.7,0,0,54.8,0,35,44.169685,67.4611,145,0,25,41,0,90.2,0,0
13.75,0,0,55,0,35,44.169685,67.4611,145,0,25,41,0,90,0,0
13.8,0,0,55.2,0,35,44.169685,67.4611,145,0,25,41,0,89.8,0,0
13.85,0,0,55.4,0,35,44.169685,67.4611,145,0,25,41,0,89.6,0,0
13.9,0,0,55.6,0,35,44.169685,67.4611,145,0,25,41,0,89.4,0,0
13.95,0,0,55.8,0,35,44.169685,67.4611,145,0,25,41,0,89.2,0,0
14,0,0,56,0,35,44.169685,67.4611,145,0,25,41,0,89,0,0
14.05,0,0,56.2,0,35,44.169685,67.4611,145,0,25,41,0,88.8,0,0
14.1,0,0,56.4,0,35,44.169685,67.4611,145,0,25,41,0,88.6,0,0
14.15,0,0,56.6,0,35,44.169685,67.4611,145,0,25,41,0,88.4,0,0
14.2,0,0,56.8,0,35,44.169685,67.4611,145,0,25,41,0,88.2,0,0
14.25,0,0,57,0,35,44.169685,67.4611,145,0,25,41,0,88,0,0
14.3,0,0,57.2,0,35,44.169685,67.4611,145,0,25,41,0,87.8,0,0
14.35,0,0,57.4,0,35,44.169685,67.4611,145,0,25,41,0,87.6,0,0
14.4,0,0,57.6,0,35,44.169685,67.4611,145,0,25,41,0,87.4,0,0
14.45,0,0,57.8,0,35,44.169685,67.4611,145,0,25,41,0,87.2,0,0
14.5,0,0,58,0,35,44.169685,67.4611,145,0,25,41,0,87,0,0
14.55,0,0,58.2,0,35,44.169685,67.4611,145,0,25,41,0,86.8,0,0
14.6,0,0,58.4,0,35,44.169685,67.4611,145,0,25,41,0,86.6,0,0
14.65,0,0,58.6,0,35,44.169685,67.4611,145,0,25,41,0,86.4,0,0
14.7,0,0,58.8,0,35,44.169685,67.4611,145,0,25,41,0,86.2,0,0
14.75,0,0,59,0,35,44.169685,67.4611,145,0,25,41,0,86,0,0
14.8,0,0,59.2,0,35,44.169685,67.4611,145,0,25,41,0,85.8,0,0
14.85,0,0,59.4,0,35,44.169685,67.4611,145,0,25,41,0,85.6,0,0
14.9,0,0,59.6,0,35,44.169685,67.4611,145,0,25,41,0,85.4,0,0
14.95,0,0,59.8,0,35,44.169685,67.4611,145,0,25,41,0,85.2,0,0
15,0,0,60,0,35,44.169685,67.4611,145,0,25,41,0,85,0,0
15.05,0,0,60.2,0,35,44.169685,67.4611,145,0,25,41,0,84.8,0,0
15.1,0,0,60.4,0,35,44.169685,67.4611,145,0,25,41,0,84.6,0,0
15.15,0,0,60.6,0,35,44.169685,67.4611,145,0,25,41,0,84.4,0,0
15.2,0,0,60.8,0,35,44.169685,67.4611,145,0,25,41,0,84.2,0,0
15.25,0,0,61,0,35,44.169685,67.4611,145,0,25,41,0,84,0,0
15.3,0,0,61.2,0,35,44.169685,67.4611,145,0,25,41,0,83.8,0,0
15.35,0,0,61.4,0,35,44.169685,67.4611,145,0,25,41,0,83.6,0,0
15.4,0,0,61.6,0,35,44.169685,67.4611,145,0,25,41,0,83.4,0,0
15.45,0,0,61.8,0,35,44.169685,67.4611,145,0,25,41,0,83.2,0,0
15.5,0,0,62,0,35,44.169685,67.4611,145,0,25,41,0,83,0,0
15.55,0,0,62.2,0,35,44.169685,67.4611,145,0,25,41,0,82.8,0,0
15.6,0,0,62.4,0,35,44.169685,67.4611,145,0,25,41,0,82.6,0,0
15.65,0,0,62.6,0,35,44.169685,67.4611,145,0,25,41,0,82.4,0,0
15.7,0,0,62.8,0,35,44.169685,67.4611,145,0,25,41,0,82.2,0,0
15.75,0,0,63,0,35,44.169685,67.4611,145,0,25,41,0,82,0,0
15.8,0,0,63.2,0,35,44.169685,67.4611,145,0,25,41,0,81.8,0,0
15.85,0,0,63.4,0,35,44.169685,67.4611,145,0,25,41,0,81.6,0,0
15.9,0,0,63.6,0,35,44.169685,67.4611,145,0,25,41,0,81.4,0,0
15.95,0,0,63.8,0,35,44.169685,67.4611,145,0,25,41,0,81.2,0,0
16,0,0,64,0,35,44.169685,67.4611,145,0,25,41,0,81,0,0
